player_id,finishing,heading_accuracy,short_passing,volleys,dribbling,free_kick_accuracy,long_passing,sprint_speed,balance,shot_power,stamina,interceptions,penalties,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
324910,49,61,66,40,73,22,59,82,68,55,73,58,41,11,10,5,10,9
324910,49,61,66,40,72,22,59,82,68,55,73,58,41,11,10,5,10,9
324910,39,61,65,30,71,22,59,82,68,45,73,58,41,11,10,5,10,9
324910,39,61,65,30,71,22,59,82,68,45,73,58,41,11,10,5,10,9
324910,39,61,69,30,67,22,59,81,68,45,72,58,41,11,10,5,10,9
324910,39,61,67,30,66,22,56,77,68,41,69,56,41,11,10,5,10,9
324910,39,61,66,30,66,22,49,77,68,41,69,55,41,11,10,5,10,9
324910,39,61,66,30,66,22,49,77,68,41,69,55,41,11,10,5,10,9
324910,37,61,65,30,66,22,46,77,68,39,69,55,41,11,10,5,10,9
324910,37,61,63,30,65,22,41,77,68,39,69,52,39,11,10,5,10,9
324910,37,61,63,30,65,22,41,77,68,39,69,52,39,11,10,5,10,9
105548,71,73,67,74,71,58,42,86,63,73,70,24,81,14,6,8,6,9
105548,71,73,67,74,71,58,42,86,63,73,70,24,81,14,6,8,6,9
105548,71,73,67,74,71,58,42,86,63,73,70,24,81,14,6,8,6,9
105548,71,73,67,74,71,58,42,86,63,73,70,24,81,14,6,8,6,9
105548,71,73,67,74,71,58,42,91,63,73,70,24,81,14,6,8,6,9
105548,70,72,66,73,70,57,41,91,63,72,70,23,80,13,5,7,5,8
105548,70,72,66,73,70,57,41,91,63,72,70,23,80,13,5,7,5,8
105548,70,72,66,73,70,57,41,93,63,72,70,23,80,13,5,7,5,8
105548,70,66,66,73,70,57,41,93,63,72,70,23,80,13,5,7,5,8
105548,70,64,66,73,70,57,41,93,63,72,70,23,80,13,5,7,5,8
105548,71,65,67,74,71,58,42,93,63,73,69,24,81,14,6,8,6,9
105548,72,65,67,74,71,58,42,93,63,73,69,24,81,14,6,8,6,9
105548,73,65,67,74,71,58,42,93,63,73,69,24,81,14,6,8,6,9
105548,76,65,67,74,71,58,42,93,62,73,65,24,81,14,6,8,6,9
105548,76,65,67,74,71,58,42,93,62,73,65,24,81,14,6,8,6,9
105548,75,66,68,75,72,59,43,91,62,65,65,25,84,14,6,8,6,9
105548,80,65,67,75,76,59,43,91,62,70,73,25,68,14,6,8,6,9
105548,80,68,67,73,76,59,43,91,62,73,73,25,68,14,6,8,6,9
105548,80,68,67,73,76,59,43,89,72,73,74,25,68,14,6,8,6,9
105548,82,72,69,75,78,59,43,85,72,73,74,25,68,14,6,8,6,9
105548,70,59,61,75,68,34,31,76,72,57,67,62,66,2,22,31,22,22
105548,68,59,61,75,62,34,31,76,72,57,67,57,66,2,22,31,22,22
105548,64,57,59,75,60,32,29,71,72,55,37,32,36,2,22,29,22,22
105548,64,57,59,75,60,32,29,71,72,55,37,32,36,2,22,29,22,22
27277,65,77,74,75,79,58,72,77,56,84,73,72,74,13,7,13,9,12
27277,64,76,73,74,78,57,71,77,56,83,73,71,73,12,6,12,8,11
27277,64,76,73,74,81,57,71,77,56,83,76,71,73,12,6,12,8,11
27277,64,76,73,74,83,57,71,77,56,83,76,71,73,12,6,12,8,11
27277,64,76,73,74,83,57,71,77,56,83,76,71,73,12,6,12,8,11
27277,64,76,73,74,83,57,71,77,56,83,76,71,73,12,6,12,8,11
27277,64,76,73,74,83,57,71,77,56,83,76,71,73,12,6,12,8,11
27277,64,76,73,74,82,57,71,77,56,83,76,71,73,12,6,12,8,11
27277,64,76,73,74,84,57,71,77,56,83,76,71,73,12,6,12,8,11
27277,64,76,73,74,84,57,71,77,56,83,76,71,73,12,6,12,8,11
27277,64,76,73,74,84,57,71,78,56,83,78,71,73,12,6,12,8,11
27277,64,76,73,74,84,57,71,78,56,83,78,71,73,12,6,12,8,11
27277,64,76,73,77,83,57,71,79,56,83,78,71,73,12,6,12,8,11
27277,64,76,73,77,83,57,71,79,56,83,78,71,73,12,6,12,8,11
27277,64,76,73,77,83,57,71,79,57,83,78,71,73,12,6,12,8,11
27277,64,76,73,77,83,57,71,79,57,83,78,71,73,12,6,12,8,11
27277,74,76,73,77,83,57,71,79,57,83,78,71,73,12,6,12,8,11
27277,74,76,73,77,86,57,71,78,57,83,82,71,73,12,6,12,8,11
27277,74,76,73,77,86,57,71,79,57,83,82,74,73,12,6,12,8,11
27277,78,76,73,77,86,57,71,82,84,83,82,77,56,12,6,12,8,11
27277,80,75,81,67,84,37,75,80,82,83,80,77,46,12,6,12,8,11
27277,78,73,80,67,84,34,73,82,82,83,83,73,84,3,21,73,21,21
27277,78,71,80,67,81,34,73,82,82,83,83,70,80,3,21,73,21,21
27277,72,71,80,67,77,34,73,80,82,84,83,65,79,3,21,73,21,21
27277,41,78,80,67,72,34,71,69,82,84,83,65,79,3,21,71,21,21
27277,41,72,73,67,62,34,68,69,82,53,80,67,71,3,21,68,21,21
27277,67,79,77,67,59,69,67,77,82,61,78,67,69,13,7,67,6,5
519835,71,57,59,56,67,61,55,92,88,65,72,36,68,10,13,13,12,7
519835,71,57,59,56,67,61,55,92,88,65,72,36,68,10,13,13,12,7
519835,71,57,59,56,67,61,55,90,85,65,72,36,68,10,13,13,12,7
519835,71,57,59,56,67,61,55,90,85,65,72,36,68,10,13,13,12,7
519835,71,57,59,56,67,61,55,90,85,65,72,36,68,10,13,13,12,7
519835,71,57,59,56,67,61,55,90,85,65,72,36,68,10,13,13,12,7
519835,71,59,59,56,67,61,55,90,85,65,72,36,68,10,13,13,12,7
519835,69,59,59,56,67,61,55,90,85,65,72,36,68,10,13,13,12,7
519835,69,59,59,56,67,61,55,88,85,65,72,36,68,10,13,13,12,7
519835,69,59,59,56,67,61,55,88,85,65,72,36,68,10,13,13,12,7
519835,67,59,59,56,64,61,55,88,85,65,72,36,68,10,13,13,12,7
519835,67,59,59,56,64,61,55,88,85,65,72,36,68,10,13,13,12,7
519835,67,59,59,56,64,61,55,88,85,65,72,36,68,10,13,13,12,7
519835,62,58,58,55,58,56,54,66,85,64,71,35,67,9,12,12,11,6
519835,62,58,58,55,58,56,54,70,85,64,71,35,67,9,12,12,11,6
519835,61,56,62,55,59,56,57,70,85,66,71,35,67,9,12,12,11,6
519835,61,56,62,55,59,56,57,70,85,66,71,35,67,9,12,12,11,6
157303,11,11,16,11,11,12,12,56,41,16,33,24,18,77,71,66,71,78
157303,11,11,16,11,11,12,12,56,41,16,33,24,18,77,71,66,71,78
157303,25,25,25,25,25,25,25,56,41,35,33,23,25,73,66,62,70,74
157303,25,25,25,25,25,25,25,56,41,35,33,23,25,73,66,62,70,74
157303,25,25,25,25,25,25,25,56,41,35,33,23,25,75,66,62,72,76
157303,10,10,15,10,10,11,11,56,41,35,50,23,17,75,66,62,72,76
157303,10,10,15,10,10,11,11,56,41,35,50,23,17,75,72,69,72,76
157303,10,10,15,10,10,11,11,56,41,35,50,23,17,75,72,69,72,76
157303,10,10,15,10,10,11,11,40,41,35,40,28,17,75,71,66,71,76
157303,10,10,15,10,10,11,11,40,41,35,40,28,17,73,71,64,71,73
157303,10,10,15,10,10,24,11,40,36,45,40,28,17,72,67,59,68,72
157303,5,10,15,5,5,24,11,40,36,45,40,28,17,63,56,57,58,68
157303,21,21,21,5,21,24,61,40,36,45,21,30,27,65,56,61,60,64
157303,21,21,21,5,21,24,61,40,36,45,21,30,27,65,56,61,60,64
157303,21,21,21,5,21,24,41,40,36,45,21,30,27,55,46,41,50,54
157303,21,21,21,5,21,24,41,40,36,45,21,30,27,55,46,41,50,54
23133,29,58,64,25,61,41,57,52,65,39,64,65,44,7,7,15,6,14
23133,29,58,64,25,61,41,57,52,65,39,64,65,44,7,7,15,6,14
23133,29,58,64,25,61,41,57,52,65,39,64,65,44,7,7,15,6,14
23133,29,58,64,25,61,41,57,52,65,39,64,65,44,7,7,15,6,14
23133,29,58,66,25,63,41,57,52,65,39,64,65,44,7,7,15,6,14
23133,29,58,66,25,63,41,57,52,65,39,64,65,44,7,7,15,6,14
23133,29,58,66,16,63,41,57,63,70,39,64,67,44,7,7,15,6,14
23133,29,60,65,16,63,41,56,54,70,39,67,67,44,7,7,15,6,14
23133,29,60,65,16,63,29,56,55,70,33,67,63,44,7,7,15,6,14
23133,29,60,65,16,63,29,56,55,70,33,71,63,44,7,7,15,6,14
23133,29,65,67,16,63,29,58,71,77,33,75,66,34,7,7,15,6,14
23133,29,65,67,16,63,30,60,71,77,33,75,66,34,7,7,15,6,14
23133,29,65,67,16,63,30,60,71,77,33,71,74,86,5,20,60,20,20
23133,29,68,67,16,63,30,60,71,77,33,71,74,86,5,20,60,20,20
23133,29,70,67,16,63,30,60,75,77,33,71,77,86,5,20,60,20,20
23133,29,70,67,16,63,30,60,75,77,33,80,77,86,5,20,60,20,20
23133,50,70,73,16,67,86,73,75,77,75,85,77,86,5,13,73,10,12
38617,18,18,28,32,19,21,25,49,42,17,41,22,41,75,69,82,70,75
38617,18,18,28,32,19,21,25,49,42,17,41,22,41,75,69,82,70,75
38617,25,25,27,31,25,20,24,49,42,25,41,21,40,74,68,81,69,74
38617,25,25,27,31,25,20,24,49,42,25,41,21,40,74,69,81,69,74
38617,25,25,27,31,25,20,24,49,42,25,41,21,40,74,69,84,69,74
38617,25,25,27,31,25,20,24,49,42,25,41,21,40,74,69,84,69,74
38617,25,25,27,25,25,25,24,52,42,25,41,21,40,74,69,78,69,74
38617,17,17,27,15,18,18,24,52,42,16,53,21,40,74,69,78,69,74
38617,17,17,27,15,18,18,24,52,42,16,53,21,40,74,69,78,69,74
