,home_team_id,away_team_id,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,Month,Day,HmGoals,Hmassists,awGoals,awassists
2358,10003,8586,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,33339,89185.0,165704,24948,102356.0,23882,144996.0,38831.0,157729.0,52563.0,143365.0,26295,159833.0,95509.0,37762,276121.0,160448.0,500520.0,174850.0,194165.0,157723.0,37506.0,12,14,6.0,12.0,75.0,70.0
2359,8659,10252,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,10,10,10,24147,265918.0,33086,32441,38795.0,32734,25075.0,24171.0,40187.0,33468.0,115160.0,69650,32870.0,257847.0,161414,93484.0,160713.0,56972.0,30352.0,29581.0,148315.0,23264.0,12,13,34.0,20.0,70.0,62.0
2360,10252,10260,1,3,5,7,2,4,6,8,3,5,7,1,3,5,7,2,4,6,8,5,4,6,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,7,7,7,7,9,11,11,69650,257847.0,30602,161414,183715.0,56972,78324.0,93484.0,184360.0,148315.0,23264.0,182917,186137.0,34944.0,43248,35327.0,24148.0,30829.0,23354.0,41468.0,30843.0,22543.0,12,20,13.0,14.0,169.0,122.0
2361,8667,10003,1,1,3,5,7,9,3,5,7,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,3,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,32496,111930.0,163200,35480,24658.0,357880,131583.0,115681.0,190872.0,105548.0,8922.0,30973,65694.90237467019,155050.0,24948,102356.0,212702.0,144996.0,23305.0,127130.0,38831.0,26344.0,12,20,15.0,15.0,48.0,25.0
2362,8650,9825,1,3,5,7,2,4,6,8,3,5,7,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,3,6,8,8,10,10,10,35442,30831.0,22764,94043,156008.0,95327,30618.0,280260.0,184536.0,246575.0,37234.0,169718,425255.0,26154.0,35606,78513.0,23688.0,196386.0,37436.0,50047.0,46469.0,113836.0,12,21,50.0,44.0,67.0,62.0
2363,8456,9826,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,7,11,31432,30509.0,30459,156551,16351.0,40196,36615.0,33991.0,37459.0,26181.0,38807.0,22998,154271.0,23837.0,26777,146830.0,35345.0,28901.0,8985.0,22929.0,160194.0,24157.0,12,20,29.0,43.0,144.0,174.0
2364,10261,8472,1,2,4,6,8,4,6,5,7,3,5,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,10,10,10,289159,104482.0,24228,30929,308932.0,38373,160243.0,94550.0,264840.0,31292.0,479020.0,103428,188540.0,165526.0,30362,24150.0,25150.0,35443.0,118929.0,24159.0,32627.0,169721.0,12,21,17.0,18.0,48.0,32.0
2365,10172,8659,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,36374,24209.0,176889,24211,245530.0,50661,24205.0,35466.0,109638.0,187266.0,24741.0,24147,265918.0,32441.0,33086,38795.0,32734.0,24171.0,25075.0,33468.0,115160.0,40187.0,12,20,33.0,9.0,93.0,58.0
2366,8466,8668,1,3,5,7,1,3,5,7,9,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,95336,160599.0,26552,72665,157838.0,502420,279490.0,23792.0,46010.0,41280.0,23293.0,31465,77690.0,23268.0,24216,24846.0,23782.0,212866.0,32705.0,33639.0,215384.0,181276.0,12,20,12.0,9.0,122.0,121.0
2367,10194,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,46518,36786.0,40695,173382,37194.0,119541,109621.0,33881.0,96643.0,110148.0,30830.0,170323,31306.0,23783.0,30627,72541.0,32345.0,115067.0,94086.0,30613.0,107417.0,19243.0,12,22,31.0,14.0,177.0,107.0
